Genome_1	Genome_2	AAI	Stdev_AAI	Genes_Shared	Genes_Shared_Normalized_by_Genome_1_Genes
GCA_004322775.1_ASM432277v1.faa	GCA_006094695.1_ASM609469v1.faa	51.54339953271028	13.86514210683522	1712	0.452431289640592
GCA_004322775.1_ASM432277v1.faa	GCA_003999295.1_ASM399929v1.faa	49.36900921658986	14.126527311696227	1736	0.4587737843551797
GCA_004322775.1_ASM432277v1.faa	GCA_014302635.1_ASM1430263v1.faa	54.909679334916866	15.400952047236688	1684	0.4450317124735729
GCA_004322775.1_ASM432277v1.faa	GCA_000024365.1_ASM2436v1.faa	49.60510752688172	13.462748426711077	1860	0.4915433403805497
GCA_004322775.1_ASM432277v1.faa	GCA_002443115.1_ASM244311v1.faa	49.59232067510548	14.542992534431834	1185	0.3131606765327696
GCA_004322775.1_ASM432277v1.faa	GCA_002263515.1_ASM226351v1.faa	49.21895794099184	13.266519224367647	1593	0.4209830866807611
GCA_004322775.1_ASM432277v1.faa	GCA_011492965.1_ASM1149296v1.faa	41.2459595959596	10.080722659589561	1188	0.313953488372093
GCA_004322775.1_ASM432277v1.faa	GCA_008000995.1_ASM800099v1.faa	51.82085413200222	14.269765307592156	1803	0.4764799154334038
GCA_004322775.1_ASM432277v1.faa	GCA_900187045.1_51485_B01.faa	54.2914798206278	14.99894992260522	1338	0.3535940803382664
GCA_004322775.1_ASM432277v1.faa	GCA_001969445.1_ASM196944v1.faa	49.70916030534351	14.054631887623874	1703	0.4500528541226216
GCA_004322775.1_ASM432277v1.faa	GCA_000017305.1_ASM1730v1.faa	52.36169239565466	14.17407053019802	1749	0.4622093023255814
GCA_004322775.1_ASM432277v1.faa	GCA_004519465.1_ASM451946v1.faa	50.21516587677725	13.641725970897486	1688	0.44608879492600423
GCA_004322775.1_ASM432277v1.faa	GCA_002869785.1_ASM286978v1.faa	48.65996332518338	13.503758851442816	1636	0.4323467230443975
GCA_004322775.1_ASM432277v1.faa	GCA_009834925.2_ASM983492v2.faa	39.59598623853211	10.40931733738337	872	0.23044397463002114
GCA_004322775.1_ASM432277v1.faa	GCA_007833915.1_ASM783391v1.faa	49.802466487935654	13.375241537551824	1865	0.4928646934460888
GCA_004322775.1_ASM432277v1.faa	GCA_000348785.1_ASM34878v1.faa	42.44992987377279	10.853124216475031	1426	0.37684989429175475
GCA_004322775.1_ASM432277v1.faa	GCA_000025345.1_ASM2534v1.faa	51.01586462189318	13.523907188417196	1891	0.4997357293868922
GCA_004322775.1_ASM432277v1.faa	GCA_006352065.1_ASM635206v1.faa	52.823619464188084	14.433941044273228	1829	0.4833509513742072
GCA_004322775.1_ASM432277v1.faa	GCA_000284015.1_ASM28401v1.faa	51.08384	13.412889441730812	1875	0.495507399577167
GCA_004322775.1_ASM432277v1.faa	GCA_009498035.1_ASM949803v1.faa	49.86032388663968	13.719903852353672	1976	0.5221987315010571
GCA_004322775.1_ASM432277v1.faa	GCA_014218215.1_ASM1421821v1.faa	50.36862314865606	13.223008363789994	1823	0.48176532769556024
GCA_004322775.1_ASM432277v1.faa	GCA_000306785.1_ASM30678v1.faa	50.691475242470645	13.351380084915723	1959	0.517706131078224
GCA_004322775.1_ASM432277v1.faa	GCA_003721155.4_ASM372115v4.faa	55.989656964656966	15.212762250678937	1924	0.5084566596194503
GCA_004322775.1_ASM432277v1.faa	GCA_019575955.1_ASM1957595v1.faa	50.9511426319937	13.760764379628734	1269	0.33535940803382663
GCA_004322775.1_ASM432277v1.faa	GCA_014217665.1_ASM1421766v1.faa	49.61623376623377	13.668565870392408	1386	0.36627906976744184
GCA_004322775.1_ASM432277v1.faa	GCA_014217565.1_ASM1421756v1.faa	50.38134254689042	13.844585245374121	2026	0.5354122621564482
GCA_004322775.1_ASM432277v1.faa	GCA_024207135.1_ASM2420713v1.faa	49.270802077322564	13.893110230800334	1733	0.45798097251585623
GCA_004322775.1_ASM432277v1.faa	GCA_006065115.1_ASM606511v1.faa	49.19208115183246	13.618919440261243	1528	0.40380549682875266
GCA_004322775.1_ASM432277v1.faa	GCA_023100725.1_ASM2310072v1.faa	51.38930704898447	14.136048854763269	1674	0.44238900634249473
GCA_004322775.1_ASM432277v1.faa	GCA_019977235.1_ASM1997723v1.faa	49.988603156049095	14.170922534351337	1711	0.45216701902748413
GCA_004322775.1_ASM432277v1.faa	GCA_018866305.1_ASM1886630v1.faa	50.93690337601863	13.885809374873244	1718	0.4540169133192389
GCA_004322775.1_ASM432277v1.faa	GCA_005280255.1_ASM528025v1.faa	50.01107286288009	14.256354683028354	1743	0.4606236786469345
GCA_004322775.1_ASM432277v1.faa	GCA_020886775.1_ASM2088677v1.faa	50.61247016706444	14.328718461896845	1676	0.4429175475687104
GCA_004322775.1_ASM432277v1.faa	GCA_001660485.1_ASM166048v1.faa	49.40747487437186	13.835098722518923	1592	0.42071881606765327
GCA_004322775.1_ASM432277v1.faa	GCA_000785535.1_ASM78553v1.faa	49.390040299366724	14.025664381636304	1737	0.45903805496828753
GCA_004322775.1_ASM432277v1.faa	GCA_001302565.1_ASM130256v1.faa	48.82138324873097	14.009106094875275	1576	0.4164904862579281
GCA_004322775.1_ASM432277v1.faa	GCA_001549895.1_ASM154989v1.faa	50.93660544648512	14.606305915601055	1579	0.41728329809725156
GCA_004322775.1_ASM432277v1.faa	GCA_002849715.1_ASM284971v1.faa	50.62573932092005	14.190022160136321	1826	0.48255813953488375
GCA_004322775.1_ASM432277v1.faa	GCA_003971545.1_ASM397154v1.faa	48.18336283185841	13.915550280580785	1130	0.2986257928118393
GCA_004322775.1_ASM432277v1.faa	GCA_002355155.1_ASM235515v1.faa	46.06384222059898	13.08581773791093	1369	0.3617864693446089
GCA_004322775.1_ASM432277v1.faa	GCA_003611035.1_ASM361103v1.faa	48.89489230769231	13.522424989253821	1625	0.4294397463002114
GCA_004322775.1_ASM432277v1.faa	GCA_014042015.1_ASM1404201v1.faa	53.0476758045292	14.536206229747476	1678	0.44344608879492603
GCA_004322775.1_ASM432277v1.faa	GCA_002025645.1_ASM202564v1.faa	48.895115332428766	13.665533992530769	1474	0.38953488372093026
GCA_004322775.1_ASM432277v1.faa	GCA_022983255.1_ASM2298325v1.faa	49.33596920923723	13.52760822546145	1429	0.3776427061310782
GCA_004322775.1_ASM432277v1.faa	GCA_023734115.1_ASM2373411v1.faa	49.6253120665742	13.866043128947446	1442	0.3810782241014799
GCA_004322775.1_ASM432277v1.faa	GCA_010119915.1_ASM1011991v1.faa	52.72901023890785	14.408331327915423	1758	0.4645877378435518
GCA_004322775.1_ASM432277v1.faa	GCA_020447105.2_ASM2044710v2.faa	50.7064610866373	14.293074504696136	1362	0.35993657505285415
GCA_004322775.1_ASM432277v1.faa	GCA_024757985.1_ASM2475798v1.faa	52.81021324354658	14.211510746085834	1782	0.47093023255813954
GCA_004322775.1_ASM432277v1.faa	GCA_024362325.1_ASM2436232v1.faa	50.041060606060604	13.999580154951033	1320	0.3488372093023256
GCA_004322775.1_ASM432277v1.faa	GCA_002950575.1_ASM295057v1.faa	48.256292682926826	13.937198073810533	1025	0.27087737843551796
GCA_004322775.1_ASM432277v1.faa	GCA_024134545.1_ASM2413454v1.faa	49.318843683083514	13.39139249610202	1868	0.49365750528541225
GCA_004322775.1_ASM432277v1.faa	GCA_900070365.1_Alloactinosynnema_sp._L_07.faa	49.51478991596639	13.648141054002304	1785	0.471723044397463
GCA_004322775.1_ASM432277v1.faa	GCA_001042635.1_ASM104263v1.faa	45.25065075921909	13.390969805173437	922	0.24365750528541227
GCA_004322775.1_ASM432277v1.faa	GCA_021044565.1_ASM2104456v1.faa	48.10168918918919	13.745477485446827	1480	0.39112050739957716
GCA_004322775.1_ASM432277v1.faa	GCA_900105925.1_IMG_taxon_2639762615_annotated_assembly.faa	51.37248356095093	14.039712024021984	1977	0.5224630021141649
GCA_004322775.1_ASM432277v1.faa	GCA_001314225.1_ASM131422v1.faa	49.52495321272614	14.06250586065054	1603	0.4236257928118393
GCA_004322775.1_ASM432277v1.faa	GCA_023023025.1_ASM2302302v1.faa	48.8434250764526	13.466574863094856	1962	0.5184989429175476
GCA_004322775.1_ASM432277v1.faa	GCA_002162335.1_ASM216233v1.faa	52.461030235162376	14.24098019523987	1786	0.47198731501057084
GCA_004322775.1_ASM432277v1.faa	GCA_005937995.2_ASM593799v2.faa	51.94979686593152	14.242270096725234	1723	0.45533826638477803
GCA_004322775.1_ASM432277v1.faa	GCA_013283855.1_ASM1328385v1.faa	48.765524625267666	14.381093559784569	934	0.24682875264270612
GCA_004322775.1_ASM432277v1.faa	GCA_004011135.1_ASM401113v1.faa	49.28065789473684	13.35354251342088	1520	0.40169133192389006
GCA_004322775.1_ASM432277v1.faa	GCA_018986735.1_ASM1898673v1.faa	49.43445825932505	14.194862388892311	1126	0.297568710359408
GCA_004322775.1_ASM432277v1.faa	GCA_013113715.1_ASM1311371v1.faa	48.78133595284872	13.658711689953178	1527	0.4035412262156448
GCA_004322775.1_ASM432277v1.faa	GCA_014217625.1_ASM1421762v1.faa	49.50733590733591	13.88170741029432	1554	0.410676532769556
GCA_004322775.1_ASM432277v1.faa	GCA_001941645.1_ASM194164v1.faa	49.40098039215686	13.467377359131822	1734	0.4582452431289641
GCA_004322775.1_ASM432277v1.faa	GCA_013394385.1_ASM1339438v1.faa	48.81515151515151	14.089989716199863	1353	0.35755813953488375
GCA_004322775.1_ASM432277v1.faa	GCA_904528075.1_ASM90452807v1.faa	49.016137931034486	13.714083334021531	1450	0.3831923890063425
GCA_004322775.1_ASM432277v1.faa	GCA_019704555.1_ASM1970455v1.faa	48.65121713729309	13.208645487512584	2054	0.5428118393234672
GCA_004322775.1_ASM432277v1.faa	GCA_005484985.1_ASM548498v1.faa	49.45486063902107	13.40858448616938	1471	0.38874207188160675
GCA_004322775.1_ASM432277v1.faa	GCA_003627075.1_ASM362707v1.faa	49.64104584527221	14.234263727065764	1396	0.3689217758985201
GCA_004322775.1_ASM432277v1.faa	GCA_000699505.1_ASM69950v1.faa	49.651702127659576	14.51987390832763	940	0.24841437632135308
GCA_004322775.1_ASM432277v1.faa	GCA_001636295.1_ASM163629v1.faa	51.765974625144175	14.275278396058956	1734	0.4582452431289641
GCA_004322775.1_ASM432277v1.faa	GCA_019443965.1_ASM1944396v1.faa	48.85650969529086	13.657177937738533	1444	0.38160676532769555
GCA_004322775.1_ASM432277v1.faa	GCA_004102025.1_ASM410202v1.faa	49.663125	14.0146940507247	1280	0.3382663847780127
GCA_004322775.1_ASM432277v1.faa	GCA_000166135.1_ASM16613v1.faa	48.06102502979738	13.432867847292762	1678	0.44344608879492603
GCA_004322775.1_ASM432277v1.faa	GCA_001602115.1_ASM160211v1.faa	48.681958762886595	13.423648859662498	1552	0.41014799154334036
GCA_004322775.1_ASM432277v1.faa	GCA_011299575.1_ASM1129957v1.faa	48.3953682611997	13.596257132533816	1317	0.3480443974630021
GCA_004322775.1_ASM432277v1.faa	GCA_001997345.1_ASM199734v1.faa	50.492336922102595	13.766102387879629	1579	0.41728329809725156
GCA_004322775.1_ASM432277v1.faa	GCA_003065605.1_ASM306560v1.faa	50.969606114050556	13.879086650659954	1701	0.44952431289640593
GCA_004322775.1_ASM432277v1.faa	GCA_902386885.1_UHGG_MGYG_HGUT_02405.faa	40.511444141689374	10.390419810213766	734	0.19397463002114165
GCA_004322775.1_ASM432277v1.faa	GCA_003798325.1_ASM379832v1.faa	48.89757155247181	13.220958516594905	1153	0.3047040169133192
GCA_004322775.1_ASM432277v1.faa	GCA_014041995.1_ASM1404199v1.faa	49.13941176470588	14.049195721130332	1190	0.3144820295983087
GCA_004322775.1_ASM432277v1.faa	GCA_900475915.1_48128_H02.faa	48.235538005923004	14.21799160251811	1013	0.2677061310782241
GCA_004322775.1_ASM432277v1.faa	GCA_016726965.1_ASM1672696v1.faa	47.75134020618557	13.936258522557857	970	0.25634249471458775
GCA_004322775.1_ASM432277v1.faa	GCA_000724605.1_ASM72460v1.faa	48.06283367556468	13.59343799807307	974	0.257399577167019
GCA_004322775.1_ASM432277v1.faa	GCA_004135385.1_ASM413538v1.faa	52.14263093788063	14.3560274651147	1642	0.43393234672304437
GCA_004322775.1_ASM432277v1.faa	GCA_023330685.1_ASM2333068v1.faa	41.62268602540835	10.418823915376576	1102	0.2912262156448203
GCA_004322775.1_ASM432277v1.faa	GCA_016766755.1_ASM1676675v1.faa	48.82653696498055	13.734483884641886	1285	0.3395877378435518
GCA_004322775.1_ASM432277v1.faa	GCA_001281505.1_ASM128150v1.faa	47.81282894736842	13.578395375279651	912	0.24101479915433405
GCA_004322775.1_ASM432277v1.faa	GCA_005280335.1_ASM528033v1.faa	51.022902338376895	14.001117528697359	1454	0.3842494714587738
GCA_004322775.1_ASM432277v1.faa	GCA_023370115.1_ASM2337011v1.faa	48.336630036630034	13.613731006578556	1365	0.3607293868921776
GCA_004322775.1_ASM432277v1.faa	GCA_017945865.1_ASM1794586v1.faa	40.25373134328358	10.775892492084324	670	0.17706131078224102
GCA_004322775.1_ASM432277v1.faa	GCA_016865385.1_ASM1686538v1.faa	40.17503410641201	10.68888097038733	733	0.19371035940803383
GCA_004322775.1_ASM432277v1.faa	GCA_003609875.1_ASM360987v1.faa	40.20449927431059	10.769031021670969	689	0.18208245243128965
GCA_004322775.1_ASM432277v1.faa	GCA_016026575.1_ASM1602657v1.faa	39.4838768115942	10.754483849729343	552	0.14587737843551796
GCA_004322775.1_ASM432277v1.faa	GCA_023300185.1_ASM2330018v1.faa	39.983501683501686	10.953036210113824	594	0.1569767441860465
GCA_004322775.1_ASM432277v1.faa	GCA_019703345.2_ASM1970334v2.faa	39.95633587786259	10.636610311016396	655	0.17309725158562367
GCA_004322775.1_ASM432277v1.faa	GCA_020735465.1_ASM2073546v1.faa	39.94267605633803	10.540992378905699	710	0.1876321353065539
GCA_004322775.1_ASM432277v1.faa	GCA_018128285.1_ASM1812828v1.faa	39.17706552706553	10.33574747308433	702	0.18551797040169132
GCA_004322775.1_ASM432277v1.faa	GCA_000007485.1_ASM748v1.faa	45.03327814569536	13.177599284427638	604	0.15961945031712474
GCA_004322775.1_ASM432277v1.faa	GCA_003966955.1_ASM396695v1.faa	40.40299401197605	10.702533293968761	668	0.17653276955602537
GCA_004322775.1_ASM432277v1.faa	GCA_002287885.2_ASM228788v2.faa	48.92654761904762	14.671133795693045	840	0.2219873150105708
GCA_004322775.1_ASM432277v1.faa	GCA_002284895.1_ASM228489v1.faa	49.104943357363545	14.537513374908869	971	0.25660676532769555
GCA_003351765.1_ASM335176v1.faa	GCA_004322775.1_ASM432277v1.faa	70.58376033057851	15.067555080851927	2420	0.6771124790151091
GCA_003351765.1_ASM335176v1.faa	GCA_001302585.1_ASM130258v1.faa	49.41878538342769	13.30465263883713	1943	0.5436485730274203
GCA_003351765.1_ASM335176v1.faa	GCA_009707485.1_ASM970748v1.faa	58.20900692840647	15.627101351327635	1732	0.4846110800223839
GCA_003351765.1_ASM335176v1.faa	GCA_003096095.1_ASM309609v1.faa	48.62542819499341	13.142858343080636	1518	0.4247341913822048
GCA_003351765.1_ASM335176v1.faa	GCA_003574835.2_ASM357483v2.faa	50.26660561660562	13.601944400136452	1638	0.4583100167879127
GCA_003351765.1_ASM335176v1.faa	GCA_023923225.1_ASM2392322v1.faa	63.84073598630723	15.33724429197732	2337	0.6538891997761611
GCA_003351765.1_ASM335176v1.faa	GCA_013201035.1_ASM1320103v1.faa	57.32900882200311	15.094481747815147	1927	0.5391717963066592
GCA_003351765.1_ASM335176v1.faa	GCA_014126825.1_ASM1412682v1.faa	50.06481481481482	13.167005676433112	1512	0.42305540011191944
GCA_003351765.1_ASM335176v1.faa	GCA_011801145.1_ASM1180114v1.faa	48.42104377104377	13.388560589739436	1782	0.4986010072747622
GCA_003351765.1_ASM335176v1.faa	GCA_019468565.1_ASM1946856v1.faa	50.4843638221768	12.997246474413167	1957	0.5475657526580862
GCA_003351765.1_ASM335176v1.faa	GCA_014084105.1_ASM1408410v1.faa	50.5079275198188	13.896866359935434	1766	0.4941242305540011
GCA_003351765.1_ASM335176v1.faa	GCA_010727475.1_ASM1072747v1.faa	49.09437180216032	13.508054612300665	1759	0.49216564073866814
GCA_003351765.1_ASM335176v1.faa	GCA_024298965.1_ASM2429896v1.faa	50.367170401250654	13.992645761965582	1919	0.5369334079462786
GCA_003351765.1_ASM335176v1.faa	GCA_002943525.1_ASM294352v1.faa	50.51016102165464	13.762106671204565	1801	0.503917179630666
GCA_003351765.1_ASM335176v1.faa	GCA_900104965.1_IMG_taxon_2634166904_annotated_assembly.faa	52.3552467385139	13.73588634786436	1763	0.49328483491885844
GCA_003351765.1_ASM335176v1.faa	GCA_023614255.1_ASM2361425v1.faa	50.14475560081466	13.717938324731795	1964	0.5495243424734192
GCA_003351765.1_ASM335176v1.faa	GCA_006494775.1_ASM649477v1.faa	51.40971853425385	14.153436403768042	1883	0.5268606603245664
GCA_003351765.1_ASM335176v1.faa	GCA_002057455.1_ASM205745v1.faa	50.03818093385214	13.465896236725001	2056	0.5752658086177952
GCA_003351765.1_ASM335176v1.faa	GCA_017068375.1_ASM1706837v1.faa	49.30415789473684	13.458036454453152	1900	0.5316172355903749
GCA_003351765.1_ASM335176v1.faa	GCA_020715685.1_ASM2071568v1.faa	43.6423019431988	10.98641051202256	1338	0.374370453273643
GCA_003351765.1_ASM335176v1.faa	GCA_017654315.1_ASM1765431v1.faa	48.814241676942046	13.505001267432425	1622	0.45383324006715164
GCA_003351765.1_ASM335176v1.faa	GCA_018326265.1_ASM1832626v1.faa	49.32829581993569	13.368179696872945	1866	0.5221040850587577
GCA_003351765.1_ASM335176v1.faa	GCA_024703955.1_ASM2470395v1.faa	56.21754285714286	14.86471471405289	1750	0.48964745383324004
GCA_003351765.1_ASM335176v1.faa	GCA_000024865.1_ASM2486v1.faa	50.357216230097585	13.621479737247874	1947	0.5447677672076106
GCA_003351765.1_ASM335176v1.faa	GCA_900105025.1_IMG_taxon_2636416177_annotated_assembly.faa	39.941130091984235	10.380605817690235	761	0.21292669278119752
GCA_003351765.1_ASM335176v1.faa	GCA_900170005.1_PRJEB19975.faa	40.08764302059497	10.452892557716467	874	0.24454392837157246
GCA_003351765.1_ASM335176v1.faa	GCA_001701025.1_ASM170102v1.faa	49.626680672268904	13.382048599124378	1904	0.5327364297705652
GCA_003351765.1_ASM335176v1.faa	GCA_014697215.1_ASM1469721v1.faa	49.66532826912643	13.529410487577296	1843	0.5156687185226637
GCA_003351765.1_ASM335176v1.faa	GCA_011492945.1_ASM1149294v1.faa	41.40339847068819	9.971214795349544	1177	0.3293228875209849
GCA_003351765.1_ASM335176v1.faa	GCA_006094695.1_ASM609469v1.faa	51.58024464831804	13.772351187173971	1635	0.45747062115277
GCA_003351765.1_ASM335176v1.faa	GCA_003999295.1_ASM399929v1.faa	49.0604609929078	13.769843051766037	1692	0.47341913822048126
GCA_003351765.1_ASM335176v1.faa	GCA_014302635.1_ASM1430263v1.faa	55.624154886293795	15.225098248439728	1627	0.4552322327923895
GCA_003351765.1_ASM335176v1.faa	GCA_000024365.1_ASM2436v1.faa	49.94991913746631	13.308479211596513	1855	0.5190263010632344
GCA_003351765.1_ASM335176v1.faa	GCA_002443115.1_ASM244311v1.faa	49.757241379310344	14.210925543677645	1160	0.3245663122551763
GCA_003351765.1_ASM335176v1.faa	GCA_002263515.1_ASM226351v1.faa	49.402868068833655	13.047253627799178	1569	0.43900391717963066
GCA_003351765.1_ASM335176v1.faa	GCA_011492965.1_ASM1149296v1.faa	41.62741514360313	10.071244746888127	1149	0.3214885282596531
GCA_003351765.1_ASM335176v1.faa	GCA_008000995.1_ASM800099v1.faa	52.61018930957684	14.151060543455104	1796	0.502518186905428
GCA_003351765.1_ASM335176v1.faa	GCA_900187045.1_51485_B01.faa	54.447932618683005	15.037539218933846	1306	0.3654168998321209
GCA_003351765.1_ASM335176v1.faa	GCA_001969445.1_ASM196944v1.faa	50.21640243902439	13.691458188159318	1640	0.45886961387800784
GCA_003351765.1_ASM335176v1.faa	GCA_000017305.1_ASM1730v1.faa	52.90143884892086	14.06945443215386	1668	0.4667039731393397
GCA_003351765.1_ASM335176v1.faa	GCA_004519465.1_ASM451946v1.faa	50.82709599027947	13.379595486836969	1646	0.4605484051482932
GCA_003351765.1_ASM335176v1.faa	GCA_002869785.1_ASM286978v1.faa	49.10789636027144	13.46217836202524	1621	0.4535534415221041
GCA_003351765.1_ASM335176v1.faa	GCA_009834925.2_ASM983492v2.faa	39.774204545454545	10.260280753530882	880	0.24622271964185785
GCA_003351765.1_ASM335176v1.faa	GCA_007833915.1_ASM783391v1.faa	49.91378923766816	13.46716121440772	1784	0.4991606043648573
GCA_003351765.1_ASM335176v1.faa	GCA_000348785.1_ASM34878v1.faa	42.77228300510576	10.635552784517522	1371	0.38360380526021265
GCA_003351765.1_ASM335176v1.faa	GCA_000025345.1_ASM2534v1.faa	51.38671831765357	13.256916981805068	1807	0.5055959709009513
GCA_003351765.1_ASM335176v1.faa	GCA_006352065.1_ASM635206v1.faa	53.22339246119734	14.308049637739462	1804	0.5047565752658086
GCA_003351765.1_ASM335176v1.faa	GCA_000284015.1_ASM28401v1.faa	51.16227477477477	13.443259841292685	1776	0.4969222160044768
GCA_003351765.1_ASM335176v1.faa	GCA_009498035.1_ASM949803v1.faa	50.30200105318589	13.425387075322366	1899	0.5313374370453273
GCA_003351765.1_ASM335176v1.faa	GCA_014218215.1_ASM1421821v1.faa	50.835493119266054	13.199271372297884	1744	0.4879686625629547
GCA_003351765.1_ASM335176v1.faa	GCA_000306785.1_ASM30678v1.faa	51.14948172394981	13.30466974049835	1833	0.512870733072188
GCA_003351765.1_ASM335176v1.faa	GCA_003721155.4_ASM372115v4.faa	56.69435396308361	14.885124876041457	1842	0.5153889199776162
GCA_003351765.1_ASM335176v1.faa	GCA_019575955.1_ASM1957595v1.faa	51.000404858299596	13.612128428522686	1235	0.3455512031337437
GCA_003351765.1_ASM335176v1.faa	GCA_014217665.1_ASM1421766v1.faa	50.24096749811036	13.399082079608986	1323	0.37017347509792947
GCA_003351765.1_ASM335176v1.faa	GCA_014217565.1_ASM1421756v1.faa	51.03760726905603	13.940692348690435	1981	0.5542809177392277
GCA_003351765.1_ASM335176v1.faa	GCA_024207135.1_ASM2420713v1.faa	49.8866238317757	13.807902337793578	1712	0.4790151091214326
GCA_003351765.1_ASM335176v1.faa	GCA_006065115.1_ASM606511v1.faa	49.35594358629953	13.619865854700668	1489	0.4166200335758254
GCA_003351765.1_ASM335176v1.faa	GCA_023100725.1_ASM2310072v1.faa	51.27226784586229	13.841839882271552	1583	0.44292109681029657
GCA_003351765.1_ASM335176v1.faa	GCA_019977235.1_ASM1997723v1.faa	50.48787346221441	14.003842609915996	1707	0.4776161163961947
GCA_003351765.1_ASM335176v1.faa	GCA_018866305.1_ASM1886630v1.faa	50.88484486873509	13.825112238019276	1676	0.4689423614997202
GCA_003351765.1_ASM335176v1.faa	GCA_005280255.1_ASM528025v1.faa	50.36683673469388	14.037471729739401	1764	0.493564633463906
GCA_003351765.1_ASM335176v1.faa	GCA_020886775.1_ASM2088677v1.faa	51.40075669383003	14.013260402321094	1718	0.48069390039171794
GCA_003351765.1_ASM335176v1.faa	GCA_001660485.1_ASM166048v1.faa	49.38673602080624	13.648758452568776	1538	0.4303301622831561
GCA_003351765.1_ASM335176v1.faa	GCA_000785535.1_ASM78553v1.faa	50.038119658119655	13.84578443958165	1755	0.4910464465584779
